show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,duration_minutes,duration_seasons
s977,Movie,"Among Family","Ozan Açıktan","Engin Günaydın, Demet Evgar, Erdal Özyağcılar, Su Kutlu, Devrim Yakut, Fatih Artman, Gülse Birsel, Şevket Çoruh, Derya Karadaş, Devin Özgür Çınar",Turkey,2021-04-23,2017,TV-14,"Comedies, International Movies","Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter.",127,NULL
s5392,Movie,Amrapali,"Lekh Tandon","Vyjayantimala, Sunil Dutt, Prem Nath, Bipin Gupta, Gajanan Jagirdar, Zul Vellani, K.N. Singh, Randhir",India,2017-07-01,1966,TV-PG,"Dramas, International Movies, Music & Musicals","In the age of Buddha and his philosophy of nonviolence, a warmonger king plots the destruction of an enemy kingdom to rescue the woman he loves.",116,NULL
s6150,Movie,Amy,"Asif Kapadia","Amy Winehouse, Lauren Gilbert","United Kingdom",2018-07-26,2015,R,"Documentaries, International Movies, Music & Musicals","Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star.",128,NULL
s4000,Movie,"Amy Schumer Growing","Amy Schumer","Amy Schumer","United States",2019-03-19,2019,TV-MA,"Stand-Up Comedy","Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere.",61,NULL
s5583,Movie,"Amy Schumer: The Leather Special","Amy Schumer","Amy Schumer","United States",2017-03-07,2017,TV-MA,"Stand-Up Comedy","Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",57,NULL
s871,Movie,"Amy Tan: Unintended Memoir","James Redford","Amy Tan","United States",2021-05-18,2021,TV-14,Documentaries,"From her painful past to her successful career after "The Joy Luck Club," groundbreaking writer Amy Tan shares her life story in this documentary.",101,NULL
s1105,Movie,"An American Girl: McKenna Shoots for the Stars","Vince Marcello","Jade Pettyjohn, Kerris Dorsey, Nia Vardalos, Ian Ziering, Ysa Penarejo, Cathy Rigby, Kally Berard, Talia Pura, Paula Rivera, George Chiang","United States, Canada",2021-04-02,2012,TV-Y,"Children & Family Movies, Comedies, Dramas","A talented young gymnast struggles with her schoolwork and an injury. But with help from her tutor, she gets her confidence back.",94,NULL
s6151,Movie,"An American in Madras","Karan Bali",Unknown,India,2017-01-01,2013,TV-PG,"Documentaries, International Movies","Extensive film clips and interviews tell the story of American filmmaker Ellis R. Dungan, who spent 15 years in India and helped define Tamil cinema.",80,NULL
s6152,Movie,"An American Tail","Don Bluth","Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser, Christopher Plummer, John Finnegan, Will Ryan, Hal Smith, Dom DeLuise, Madeline Kahn","United States",2018-04-01,1986,G,"Children & Family Movies","Fievel, a young Russian mouse, immigrates to America and must make his own way in the strange and sometimes perilous new world.",80,NULL
s6153,Movie,"An American Tail: Fievel Goes West","Phil Nibbelink, Simon Wells","Philip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Dom DeLuise, Amy Irving, John Cleese, Jon Lovitz","United States",2018-04-01,1991,G,"Children & Family Movies","Fievel and his family head west for what turns out to be a wild adventure. Deep in cowboy country, the intrepid mouse faces down a nasty feline.",75,NULL
s6154,Movie,"An American Tail: The Mystery of the Night Monster","Larry Latham","Thomas Dekker, Lacey Chabert, Jane Singer, Nehemiah Persoff, Susan Boyd, Robert Hays, Pat Musick, Dom DeLuise, Candi Milo, Jeff Bennett","United States",2018-04-01,1999,G,"Children & Family Movies","When a monster goes on a mouse-napping spree in New York, Fievel and his friends help a reporter get to the bottom of the mystery.",75,NULL
s6155,Movie,"An American Tail: The Treasures of Manhattan Island","Larry Latham","Thomas Dekker, Dom DeLuise, Pat Musick, Nehemiah Persoff, Erica Yohn, Lacey Chabert, Elaine Bilstad, Rene Auberjonois, David Carradine, Sherman Howard, Tony Jay, Richard Karron, John Kassir, Ron Perlman","United States",2018-04-01,2000,G,"Children & Family Movies","When Fievel and friends go hunting for buried treasure beneath the ruins of an old subway tunnel, they stumble onto something surprising.",79,NULL
s2138,Movie,"An Easy Girl","Rebecca Zlotowski","Mina Farid, Zahia Dehar, Benoît Magimel, Nuno Lopes, Clotilde Courau, Loubna Abidar, "Riley" Lakdhar Dridi, Henri-Noël Tabary",France,2020-08-13,2019,TV-MA,"Comedies, Dramas, International Movies","A teen girl is drawn to her cousin’s hedonistic lifestyle when they spend the summer together in Cannes as she learns about herself and her own values.",93,NULL
s2368,Movie,"An Egyptian Story","Youssef Chahine","Nour El-Sherif, Magda El-Khatib, Yousra, Mohsen Mohiedine, Oussama Nadir, Layla Hamadah, Mohamed Mounir, Ragaa Hussein",Egypt,2020-06-18,1982,TV-MA,"Classic Movies, Dramas, Independent Movies","While undergoing heart surgery in London, Yehia reflects on his life as his heart chamber becomes a courtroom where he's tried for his mistakes.",129,NULL
s2380,Movie,"An Evening with Beverly Luff Linn","Jim Hosking","Aubrey Plaza, Emile Hirsch, Jemaine Clement, Craig Robinson, Matt Berry, Zach Cherry, Maria Bamford, Michael D. Cohen, Sky Elobar, Jacob Wysocki, John Kerry, Bettina Devin, Gil Gex","United Kingdom, United States",2020-06-17,2018,R,"Comedies, Independent Movies","When an unhappily married woman discovers a man from her past has a role in a local theater production, she'll do anything to reconnect with him.",108,NULL
s6156,Movie,"An Hour and a Half","Wael Ehsan","Eyad Nassar, Ahmed Bedir, Fathy Abdel Wahab, Sawsan Badr, Maged El Kedwany, Tarek Abdel Aziz, Karima Mokhtar, Yousra El Lozy, Somaya El Khashab, Mohamed Emam",Egypt,2019-04-26,2012,TV-14,"Dramas, International Movies","Based on the 2002 El Ayyat train accident, this drama begins 90 minutes before the explosion, following the lives of riders in the third-class cars.",87,NULL
s1416,Movie,"An Imperfect Murder","James Toback","Sienna Miller, Alec Baldwin, Charles Grodin, Colleen Camp, John Buffalo Mailer, Nick Mathews, Steven Prescod, Oliver "Power" Grant, James Toback","United States",2021-01-13,2017,R,"Dramas, Thrillers","Haunted by a nightmare involving her abusive ex-boyfriend, an actress begins to question her reality and whether the incident took place.",71,NULL
s6157,"TV Show","An Innocent Mistake",Unknown,"Jason Wang, Mathilde Lin, Mo Tzu Yi, Xi Man-Ning, Lin Mei-hsiu, Kelly Huang, Joy Pan",Taiwan,2017-01-01,2012,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas","Raised by three mothers, a self-assured teen in turmoil meets the father figure she never had. But she also stands to drive the man and his son apart.",NULL,1
s6158,Movie,"An Interview with God","Perry Lang","Brenton Thwaites, David Strathairn, Hill Harper, Charlbi Dean, Yael Grobglas","United States",2019-03-01,2018,TV-PG,"Dramas, Faith & Spirituality","After an assignment in a war zone, a journalist trying to put his life back together is granted an interview with someone claiming to be God.",97,NULL
s1904,Movie,"An Ordinary Man","Brad Silberling","Ben Kingsley, Hera Hilmar, Peter Serafinowicz","Serbia, United States",2020-10-01,2017,R,"Dramas, Thrillers","A war criminal in hiding begins to suspect that the maid, his only confidant and contact with the outside world, may be hiding something herself.",91,NULL
s130,Movie,"An Unfinished Life","Lasse Hallström","Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson","Germany, United States",2021-09-01,2005,PG-13,Dramas,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",108,NULL
s1524,Movie,"An Unremarkable Christmas","Juan Camilo Pinzon","Antonio Sanint, Luis Eduardo Arango, María Cecilia Sánchez, Mariana Gómez, Julián Cerati, Aura Cristina Geithener, Biassini Segura, Lina Tejeiro, Julio César Herrera, Christian Villamil",Colombia,2020-12-17,2020,TV-14,"Comedies, Dramas, International Movies","An accountant and aspiring magician invites his boss to spend Christmas with his family — unaware that he's one of Colombia's most-wanted criminals.",83,NULL
s6159,Movie,"An Upper Egyptian","Ismail Farouk, Hazem Fouda","Mohamed Ramadan, Randa El Behery, Nermin Maher, Inas El Naggar, Mayar El Gheity, Hassan Abdulfattah, Sabri Abdulmonem, Alaa Zenhom, Abdalah Mishrif, Mohamed Soliman",Egypt,2019-06-20,2014,TV-MA,"Comedies, Dramas, International Movies","Eager to settle down, Abdullah searches for the right woman to marry – but the one he truly longs for may not feel the same way.",85,NULL
s4415,Movie,"Ana e Vitória","Matheus Souza","Ana Caetano, Vitória Falcão, Clarissa Müller, Bruce Gomlevsky, Thati Lopes, Caique Nogueira, Érika Mader, Victor Lamoglia, Gabriela Nunes, Bryan Ruffo, Hamilton Dias",Brazil,2018-11-02,2018,TV-MA,"Comedies, International Movies, LGBTQ Movies","After meeting by chance, two young musicians with differing views on love and life record an album that drastically alters their lives.",116,NULL
s1983,Movie,Anaamika,"Sekhar Kammula","Nayantara, Vaibhav Reddy, Pasupathy, Harshvardhan Rane, Thagubothu Ramesh, Vinay Varma, Dheer Charan Srivastav, D. Narsingh Rao",India,2020-09-17,2014,TV-14,"International Movies, Thrillers","As a woman scours Hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there’s more to the mystery than meets the eye.",130,NULL
s6160,Movie,"Anarkali of Aarah","Avinash Das","Swara Bhaskar, Sanjay Mishra, Vijay Kumar, Pankaj Tripathi, Mayur More, Ishtiyak Khan",India,2017-08-01,2017,TV-MA,"Dramas, Independent Movies, International Movies","After being sexually harassed by a drunken politician while performing at a public event, a village dancer plots revenge to clear her name.",111,NULL
s6161,Movie,"Anchor and Hope","Carlos Marques-Marcet","Oona Chaplin, Natalia Tena, David Verdaguer, Geraldine Chaplin",Spain,2019-02-15,2017,TV-MA,"Comedies, Dramas, LGBTQ Movies","Kat and Eva’s happy romance hits a rough patch when Eva decides that she wants a child. Visiting friend Roger could help complete their family.",113,NULL
s2494,Movie,"Anchor Baby","Lonzo Nzekwe","Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius","Canada, Nigeria",2020-05-20,2010,TV-MA,"Dramas, International Movies","A Nigerian couple living in the U.S. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.",97,NULL
s6162,"TV Show","Ancient Aliens",Unknown,"Robert Clotworthy","United States",2019-09-17,2018,TV-14,"Docuseries, Science & Nature TV","Were ancient humans really behind some of the most important technological advances in civilized history, or did they have extraterrestrial help?",NULL,1
s4213,Movie,"And Breathe Normally","Ísold Uggadóttir","Kristín Thóra Haraldsdóttir, Babetida Sadjo, Patrik Nökkvi Pétursson","Iceland, Sweden, Belgium",2019-01-04,2018,TV-14,"Dramas, Independent Movies, International Movies","An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.",102,NULL
s778,Movie,"And Then Came Lola","Ellen Seidler, Megan Siler","Ashleigh Sumner, Jill Bennett, Cathy DeBuono, Jessica Graham, Angelyna Martinez, Candy Tolentino, Linda Ignazi, Jenoa Harlow, Lisa Dewey, Kathy Domenici","United States",2021-06-02,2009,TV-MA,"Comedies, Independent Movies, LGBTQ Movies","In this lesbian-themed nod to the film Run Lola Run, a photographer races against the clock to make it to an important meeting on time.",70,NULL
s916,Movie,"And Tomorrow the Entire World","Julia von Heinz","Mala Emde, Noah Saavedra, Tonio Schneider, Luisa-Céline Gaffron, Andreas Lust, Nadine Sauter, Ivy Lissack, Hussein Eliraqui, Victoria Trauttmansdorff, Michael Wittenborn","Germany, France",2021-05-06,2020,TV-MA,"Dramas, International Movies, Thrillers","A law student joins an anti-fascist group and finds herself sucked into increasingly dangerous situations and drawn more and more to violence.",112,NULL
s2434,Movie,"Andaleeb El Dokki","Wael Ehsan","Mohamed Henedi, Heba Nour, Dawood Hussain, Amr Abdel-Geleel, Mohammed El Sadaany, Mohamed Sherif Hassan",Egypt,2020-06-02,2008,TV-14,"Comedies, International Movies","Aiming for fame, a struggling singer finds his long-lost millionaire twin and falls for his brother's secretary as a plot brews to steal the fortune.",106,NULL
s2546,Movie,"Andaz Apna Apna","Rajkumar Santoshi","Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor, Paresh Rawal, Mehmood, Deven Verma, Jagdeep, Shakti Kapoor",India,2020-05-11,1994,TV-14,"Action & Adventure, Comedies, Cult Movies","Broke and with no concrete plans for the future, two young men discover that a stunning heiress lives nearby and try to charm her into marriage.",160,NULL
s4288,Movie,Andhadhun,"Sriram Raghavan","Tabu, Ayushmann Khurrana, Radhika Apte, Anil Dhawan, Manav Vij, Zakir Hussain, Ashwini Kalsekar, Chhaya Kadam, Pawan Singh, Kabir Sajid",India,2018-12-16,2018,TV-14,"Comedies, Dramas, International Movies","A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.",137,NULL
s1653,Movie,Andhaghaaram,"V Vignarajan","Vinoth Kishan, Arjun Das, Pooja Ramachandran, Kumar Natarajan, Misha Ghoshal, Arul Vincent, Chenthu Mohan, Pradeep Kalipurayath",,2020-11-24,2020,TV-14,"Horror Movies, International Movies, Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.",171,NULL
s1654,Movie,Andhakaaram,"V Vignarajan","Vinoth Kishan, Arjun Das, Pooja Ramachandran, Kumar Natarajan, Misha Ghoshal, Arul Vincent, Chenthu Mohan, Pradeep Kalipurayath",India,2020-11-24,2020,TV-14,"Horror Movies, International Movies, Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.",171,NULL
s1576,Movie,"André & his olive tree","Josiah Ng","André Chiang",Singapore,2020-12-08,2020,TV-PG,"Documentaries, International Movies","As he prepares to close his restaurant, Michelin-starred Chef André Chiang embarks on a personal and emotional journey of reflection.",104,NULL
s2164,Movie,"Anelka: Misunderstood","Franck Nataf","Nicolas Anelka",France,2020-08-05,2020,TV-14,"Documentaries, International Movies, Sports Movies","Inscrutable, incomparable or both? Famed French footballer Nicolas Anelka’s controversial legacy is explored in this in-depth documentary.",95,NULL
s6163,Movie,Anesthesia,"Tim Blake Nelson","Sam Waterston, Tim Blake Nelson, Jessica Hecht, Kristen Stewart, Corey Stoll, K. Todd Freeman, Glenn Close, Gretchen Mol, Michael Kenneth Williams, Gloria Reuben, Mickey Sumner, Yul Vazquez, Hannah Marks, Ben Konigsberg","United States",2018-12-30,2015,R,"Dramas, Independent Movies","After a popular professor is attacked on a New York street, the story of how a series of intertwined events led to the life-altering assault unfolds.",90,NULL
s106,Movie,"Angamaly Diaries","Lijo Jose Pellissery","Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",India,2021-09-05,2017,TV-14,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",128,NULL
s3877,"TV Show","Angel 'N' Devil",Unknown,"Simon Lian, Teddy Chen, Sylvia Wang, Cosmos Lin, Ting Liu, Lucia Chen, Allie Ji, Sunnee Yang, Na Wei-hsun",Taiwan,2019-04-30,2014,TV-14,"International TV Shows, TV Action & Adventure, TV Comedies","In a world known as the Copper Dimension, a group of high-school girls fights against dark forces – and their own inner demons.",NULL,1
s3664,"TV Show","Angel Beats!",Unknown,"Hiroshi Kamiya, Harumi Sakurai, Kana Hanazawa, Eri Kitamura, Ryohei Kimura, Takahiro Mizushima, Shun Takagi, Fuko Saito, Yui Makino, Hiro Masuda, Michael Rivas, Eiichiro Tokumoto, Yumiko Kobayashi, Hiroki Touchi, Miyuki Sawashiro, Chie Matsuura, Kana Asumi, Emiri Kato",Japan,2019-07-15,2010,TV-PG,"Anime Series, International TV Shows","In a high school that's a way station to the afterlife, a teenager gets caught up in the battle for the rights of those in this purgatorial world.",NULL,1
s6164,Movie,"Angel Eyes","Luis Mandoki","Jennifer Lopez, Jim Caviezel, Sonia Braga, Terrence Howard, Jeremy Sisto, Monet Mazur, Victor Argo, Shirley Knight","United States",2020-09-05,2001,R,"Dramas, Romantic Movies","When a violent assault leaves her vulnerable, a streetwise Chicago cop receives help from a haunted loner who's struggling with traumas of his own.",103,NULL
s2708,Movie,"Angel Has Fallen","Ric Roman Waugh","Gerard Butler, Morgan Freeman, Nick Nolte, Danny Huston, Jada Pinkett Smith, Lance Reddick, Tim Blake Nelson, Piper Perabo","United States",2020-04-04,2019,R,"Action & Adventure","Secret Service agent Mike Banning is caught in the crossfire when he’s framed for a deadly attack on the president and forced to run for his life.",121,NULL
s4353,Movie,"Angela's Christmas","Damien O’Connor","Lucy O'Connell, Ruth Negga, Brendan Mullins, Malachy McCourt, Vivian Drew, Anya O'Connor, Janet Moran, Brian Gleeson, Pat Kinevane","Ireland, Canada",2018-11-30,2018,TV-Y,"Children & Family Movies","A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.",30,NULL
s1610,Movie,"Angela's Christmas Wish","Damien O’Connor","Lucy O'Connell, Brendan Mullins, Ruth Negga, Lola Metcalfe, Jared Harris, Moe Dunford, Oscar Butler, Shona Hamill, Pat Kinevane, Janet Moran, Anya O'Connor","United States",2020-12-01,2020,TV-Y,"Children & Family Movies","With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays.",48,NULL
s926,"TV Show","Angelina Ballerina",Unknown,Unknown,,2021-05-01,2010,TV-Y,"British TV Shows, Kids' TV","Angelina is crazy about ballet dancing, even though she's a young mouse, and studies hard with a famous teacher to become a prima ballerina.",NULL,2
s1611,Movie,"Angels & Demons","Ron Howard","Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård, Pierfrancesco Favino, Nikolaj Lie Kaas, Armin Mueller-Stahl, Thure Lindhardt, David Pasquesi, Cosimo Fusco","United States, Italy",2020-12-01,2009,PG-13,Thrillers,"A Harvard symbologist races to uncover clues that will help stop an attack on the Vatican by a secret society looking to retaliate for old persecutions.",139,NULL
s6165,Movie,"Anger Management","Peter Segal","Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán, Allen Covert, Lynne Thigpen, Kurt Fuller, Jonathan Loughran, Krista Allen, January Jones, Woody Harrelson, John Turturro, Kevin Nealon","United States",2019-11-01,2003,PG-13,Comedies,"After a gentle businessman is forced to get anger management counseling, his therapist moves in – but turns out to have anger issues of his own.",105,NULL
s38,"TV Show","Angry Birds",Unknown,"Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen",Finland,2021-09-16,2018,TV-Y7,"Kids' TV, TV Comedies","Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.",NULL,1
s6166,Movie,"Angry Indian Goddesses","Pan Nalin","Amrit Maghera, Rajshri Deshpande, Pavleen Gujral, Anushka Manchanda, Sandhya Mridul, Sarah-Jane Dias, Tannishtha Chatterjee, Adil Hussain, Arjun Mathur, Anuj Choudhry","India, Germany",2017-03-14,2015,TV-MA,"Dramas, Independent Movies, International Movies","A photographer invites a close-knit group of female pals to her Goa home to announce her engagement, which stirs up a riot of emotion in all of them.",104,NULL
s2841,Movie,"Angu Vaikuntapurathu (Malayalam)","Trivikram Srinivas","Allu Arjun, Pooja Hegde, Tabu, Sushanth, Nivetha Pethuraj, Jayaram, Murli Sharma",,2020-03-05,2020,TV-14,"Action & Adventure, Comedies, Dramas","After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son.",162,NULL
s2017,Movie,"Ani... Dr. Kashinath Ghanekar","Abhijeet Deshpande","Subodh Bhave, Vaidehi Parshurami, Nandita Patkar, Sonali Kulkarni, Sumeet Raghvan, Prasad Oak, Anand Ingale, Suhas Palshikar",India,2020-09-10,2018,TV-14,"Dramas, International Movies","From his singular career to his personal demons, this biopic chronicles the short yet prolific life of the Marathi dentist-turned-superstar.",157,NULL
s3710,Movie,ANIMA,"Paul Thomas Anderson","Thom Yorke","United Kingdom",2019-06-27,2019,TV-PG,"Dramas, Independent Movies, Music & Musicals","In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",15,NULL
s2208,Movie,"Animal Crackers","Tony Bancroft, Scott Christian Sava","Emily Blunt, John Krasinski, Ian McKellen, Danny DeVito, Raven-Symoné, Patrick Warburton, Wallace Shawn, Gilbert Gottfried, Tara Strong, Harvey Fierstein, James Arnold Taylor, Kevin Grevioux, Sylvester Stallone, Lydia Rose Taylor","China, Spain, South Korea, United States",2020-07-24,2020,TV-Y7,"Children & Family Movies, Comedies","Enchanted animal crackers turn Owen into whatever shape he eats! But to save the family circus, he'll have to keep them out of his evil uncle's hands.",106,NULL
s4619,Movie,"Animal World","Han Yan","Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke",China,2018-09-28,2018,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy","An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.",130,NULL
s1305,Movie,"Animals on the Loose: A You vs. Wild Movie","Ben Simms","Bear Grylls","United States",2021-02-16,2021,TV-PG,"Children & Family Movies","When wild animals escape from a sanctuary, Bear Grylls — and you — must pursue them and secure their protective habitat. An interactive special.",139,NULL
s4166,Movie,Animas,"Laura Alvea, José Ortuño","Clare Durant, Iván Pellicer, Luis Bermejo, Liz Lobato, Chacha Huang, Ángela Molina","Spain, Belgium",2019-01-25,2018,TV-MA,"Horror Movies, International Movies","A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.",88,NULL
s1533,"TV Show","Anitta: Made In Honório","Andrucha Waddington, Pedro Waddington",Anitta,Brazil,2020-12-16,2020,TV-MA,"Docuseries, International TV Shows","In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits.",NULL,1
s115,Movie,Anjaam,"Rahul Rawail","Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever, Kalpana Iyer, Himani Shivpuri, Sudha Chandran, Beena, Kiran Kumar",India,2021-09-02,1994,TV-14,"Dramas, International Movies, Thrillers","A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",143,NULL
s4560,Movie,Anjaan,"N. Linguswamy","Suriya, Samantha Ruth Prabhu, Vidyut Jammwal, Manoj Bajpayee, Soori",India,2018-10-01,2014,TV-14,"Action & Adventure, Dramas, International Movies","Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head.",146,NULL
s6167,"TV Show","Anjaan: Rural Myths",Unknown,Unknown,India,2018-12-15,2018,TV-14,"International TV Shows, TV Horror, TV Thrillers","Spine-chilling stories of malevolent spirits unfold in villages, jungles and haunted buildings across India.",NULL,1
s6168,"TV Show","Anjaan: Special Crimes Unit",Unknown,"Gashmeer Mahajani, Heena Parmar",India,2018-05-01,2018,TV-14,"International TV Shows, TV Horror, TV Mysteries","The cases are supernatural; the police officers human. Together, cops Aditi and Vikrant must solve mysteries from the realm of the paranormal.",NULL,1
s5895,Movie,"Anjelah Johnson: Not Fancy","Jay Karas","Anjelah Johnson-Reyes","United States",2015-10-02,2015,TV-14,"Stand-Up Comedy","The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.",64,NULL
s31,Movie,"Ankahi Kahaniya","Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary","Abhishek Banerjee, Rinku Rajguru, Delzad Hiwale, Kunal Kapoor, Zoya Hussain, Nikhil Dwivedi, Palomi Ghosh",,2021-09-17,2021,TV-14,"Dramas, Independent Movies, International Movies","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",111,NULL
s1939,Movie,"Ankhon Dekhi","Rajat Kapoor","Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Taranjit Kaur, Maya Sarao, Chandrachoor Rai, Namit Das, Brijendra Kala, Alka Chawla, Manu Rishi Chadha",India,2020-09-28,2013,TV-PG,"Dramas, Independent Movies, International Movies","After a distressing incident, a Delhi man vows to believe only what he can see, but his new ideals soon take his life in extreme directions.",104,NULL
s6169,Movie,"Ankur Arora Murder Case","Sohail Tatari","Kay Kay Menon, Tisca Chopra, Arjun Mathur, Paoli Dam, Vishakha Singh, Manish Chaudhary, Vishesh Tiwari, Harsh Chhaya",India,2017-10-15,2013,TV-14,"Dramas, International Movies, Thrillers","A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.",127,NULL
s6170,Movie,"Annabelle Hooper and the Ghosts of Nantucket","Paul Serafini","Bailee Madison, Robert Capron, Rachel Resheff, Mavrick Moreno, Whitney Goin, Gary Weeks, Juliana Harkavy, Kevin B. McGlynn, Jamison Stern, Mia Matthews, Bianca Matthews","United States",2017-08-01,2016,TV-PG,"Children & Family Movies","While vacationing on picturesque Nantucket, a crafty teenage mystery writer contends with two thieves as she tries to solve a ghostly conundrum.",92,NULL
s3048,"TV Show","Anne with an E",Unknown,"Amybeth McNulty, Geraldine James, R.H. Thomson, Corrine Koslo, Dalila Bela, Lucas Jade Zumann, Aymeric Jett Montaz",Canada,2020-01-03,2019,TV-PG,"International TV Shows, TV Dramas, Teen TV Shows","A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on "Anne of Green Gables."",NULL,3
s3665,"TV Show","Anohana: The Flower We Saw That Day",Unknown,"Miyu Irino, Ai Kayano, Haruka Tomatsu, Takahiro Sakurai, Saori Hayami, Takayuki Kondo, Mitsuru Ogata, Mutsumi Tamura, Asami Seto, Aki Toyosaki, Kaoru Mizuhara, Yui Makino",Japan,2019-07-15,2011,TV-14,"Anime Series, International TV Shows, Teen TV Shows","A teen haunted by the spirit of an old friend summons the other members of their childhood club to help fulfill the girl's final wish.",NULL,1
s4876,Movie,Anon,"Andrew Niccol","Clive Owen, Amanda Seyfried, Colm Feore, Sonya Walger, Mark O'Brien, Joe Pingue, Iddo Goldberg, Sebastian Pigott, Rachel Roberts, Ethan Tavares","United Kingdom, Canada, United States, Germany",2018-05-04,2018,TV-MA,"Dramas, Sci-Fi & Fantasy, Thrillers","In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records.",100,NULL
s6171,Movie,"Another Forever","Juan Zapata","Daniela Escobar, Marlon Moreno, Peter Ketnath, Barbara Scolaro","Brazil, Netherlands, United States, Colombia, Austria, Germany",2017-03-21,2016,TV-PG,"Dramas, Independent Movies, International Movies","Overtaken by the death of her beloved, a grieving woman decides to take a spontaneous trip to visit her friend and get her life back on track.",72,NULL
s3643,"TV Show","Another Life",Unknown,"Katee Sackhoff, Justin Chatwin, Samuel Anderson, Blu Hunt, AJ Rivera, Jake Abel, Alex Ozerov, Alexander Eling, Lina Renna, Selma Blair","United States",2019-07-25,2019,TV-MA,"British TV Shows, International TV Shows, TV Action & Adventure","After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",NULL,1
s3417,"TV Show","Another Miss Oh",Unknown,"Seo Hyun-jin, Eric Moon, Jeon Hye-bin, Ye Ji-won, Kim Ji-seok, Lee Jae-yoon, Lee Han-wi, Kim Mee-kyeong, Oh Man-seok, Lee Pil-mo","South Korea",2019-10-16,2016,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows","A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name.",NULL,1
